ra,dec,constellation
27.341633,-39.377964,PHE
28.332677,-39.383487,PHE
29.323799,-39.389195,PHE
30.315,-39.395089,PHE
31.306285,-39.401165,PHE
32.297658,-39.407422,PHE
33.289117,-39.413859,PHE
34.280667,-39.420473,PHE
35.272311,-39.427262,PHE
36.264051,-39.434224,PHE
36.251963,-40.434181,PHE
36.23951,-41.434137,PHE
36.226667,-42.434092,PHE
36.213408,-43.434044,PHE
36.199703,-44.433996,PHE
36.185522,-45.433945,PHE
36.170828,-46.433893,PHE
36.155585,-47.433839,PHE
36.152988,-47.600496,PHE
35.163978,-47.593553,PHE
34.175094,-47.586782,PHE
33.186336,-47.580187,PHE
32.197697,-47.573769,PHE
31.209174,-47.567529,PHE
30.220766,-47.561471,PHE
29.232467,-47.555595,PHE
28.738357,-47.552726,PHE
28.727651,-48.386028,PHE
28.714328,-49.385990,PHE
28.700451,-50.385950,PHE
28.693292,-50.885929,PHE
28.199946,-50.883111,PHE
27.213342,-50.877613,PHE
26.226849,-50.872303,PHE
25.240464,-50.867181,PHE
24.993884,-50.865931,PHE
24.987479,-51.365915,PHE
24.97424,-52.365881,PHE
24.967392,-52.865864,PHE
24.228458,-52.862187,PHE
23.243303,-52.857453,PHE
22.258251,-52.852912,PHE
21.273299,-52.848565,PHE
21.267315,-53.348552,PHE
21.254916,-54.348525,PHE
21.241899,-55.348497,PHE
21.228207,-56.348468,PHE
21.213777,-57.348437,PHE
21.206265,-57.848420,PHE
20.224509,-57.844282,PHE
19.242861,-57.840341,PHE
18.261315,-57.836596,PHE
17.279865,-57.833050,PHE
16.298506,-57.829704,PHE
15.317235,-57.826558,PHE
14.336043,-57.823614,PHE
13.354928,-57.820872,PHE
12.373881,-57.818333,PHE
11.392901,-57.815997,PHE
10.411977,-57.813866,PHE
9.431109,-57.811941,PHE
8.450288,-57.810221,PHE
7.469511,-57.808706,PHE
6.488771,-57.807399,PHE
5.508062,-57.806298,PHE
4.52738,-57.805405,PHE
3.546718,-57.804719,PHE
2.566072,-57.804241,PHE
1.585436,-57.803971,PHE
0.604805,-57.803908,PHE
359.624171,-57.804054,PHE
358.643532,-57.804407,PHE
357.66288,-57.804968,PHE
356.682212,-57.805737,PHE
355.701519,-57.806713,PHE
354.720798,-57.807896,PHE
353.740044,-57.809286,PHE
352.759249,-57.810883,PHE
351.77841,-57.812685,PHE
351.775035,-57.312689,PHE
351.768551,-56.312695,PHE
351.762398,-55.312701,PHE
351.756547,-54.312706,PHE
351.750975,-53.312712,PHE
351.745657,-52.312717,PHE
351.740576,-51.312722,PHE
351.73571,-50.312727,PHE
351.731045,-49.312731,PHE
351.726564,-48.312736,PHE
351.722258,-47.312740,PHE
351.71811,-46.312744,PHE
351.714111,-45.312748,PHE
351.710251,-44.312751,PHE
351.706521,-43.312755,PHE
351.702912,-42.312759,PHE
351.699416,-41.312762,PHE
351.696024,-40.312765,PHE
90.951762,-43.005780,PIC
90.928668,-44.005639,PIC
90.904782,-45.005494,PIC
90.880049,-46.005344,PIC
90.854403,-47.005188,PIC
90.82778,-48.005026,PIC
90.800103,-49.004858,PIC
90.771294,-50.004683,PIC
90.748889,-50.754547,PIC
90.74126,-51.004501,PIC
90.709902,-52.004310,PIC
90.693693,-52.504212,PIC
91.693728,-52.516360,PIC
92.694039,-52.528506,PIC
93.1943,-52.534576,PIC
93.17772,-53.034475,PIC
93.143379,-54.034267,PIC
93.107345,-55.034048,PIC
93.607695,-55.040117,PIC
94.608624,-55.052245,PIC
95.609857,-55.064360,PIC
96.611393,-55.076456,PIC
97.613232,-55.088531,PIC
98.114267,-55.094560,PIC
98.076606,-56.094333,PIC
98.036939,-57.094095,PIC
97.995073,-58.093843,PIC
98.4963,-58.099866,PIC
99.49901,-58.111891,PIC
100.502059,-58.123883,PIC
101.505447,-58.135840,PIC
102.509172,-58.147757,PIC
103.011162,-58.153699,PIC
102.967463,-59.153441,PIC
102.921134,-60.153167,PIC
102.871898,-61.152876,PIC
102.819441,-62.152566,PIC
102.7634,-63.152235,PIC
102.703358,-64.151880,PIC
102.200862,-64.145930,PIC
101.196198,-64.134001,PIC
100.191967,-64.122033,PIC
99.188172,-64.110030,PIC
98.937293,-64.107024,PIC
98.184813,-64.097996,PIC
97.181889,-64.085935,PIC
96.179403,-64.073850,PIC
95.177352,-64.061745,PIC
94.175738,-64.049624,PIC
93.174561,-64.037491,PIC
92.173818,-64.025349,PIC
91.173513,-64.013201,PIC
90.173641,-64.001053,PIC
90.234683,-63.001424,PIC
90.291681,-62.001770,PIC
90.345057,-61.002094,PIC
89.345496,-60.989947,PIC
88.346316,-60.977805,PIC
87.347518,-60.965673,PIC
86.349101,-60.953553,PIC
85.351062,-60.941450,PIC
84.3534,-60.929366,PIC
83.356116,-60.917307,PIC
82.857615,-60.911287,PIC
82.907118,-59.911586,PIC
82.953726,-58.911867,PIC
82.997712,-57.912132,PIC
83.018797,-57.412260,PIC
82.520162,-57.406245,PIC
81.523136,-57.394238,PIC
80.526434,-57.382266,PIC
79.530054,-57.370331,PIC
78.533997,-57.358438,PIC
77.538261,-57.346590,PIC
76.542843,-57.334790,PIC
75.547742,-57.323042,PIC
75.567674,-56.823159,PIC
75.605985,-55.823385,PIC
75.642377,-54.823599,PIC
75.67701,-53.823803,PIC
74.681556,-53.812103,PIC
73.686378,-53.800462,PIC
72.691473,-53.788882,PIC
71.69684,-53.777368,PIC
70.702476,-53.765924,PIC
69.708381,-53.754552,PIC
68.71455,-53.743255,PIC
68.217735,-53.737636,PIC
68.249253,-52.737814,PIC
68.279357,-51.737984,PIC
68.308158,-50.738147,PIC
68.335755,-49.738303,PIC
68.362238,-48.738452,PIC
68.387686,-47.738596,PIC
68.412177,-46.738734,PIC
68.424084,-46.238801,PIC
68.921658,-46.244428,PIC
69.916958,-46.255741,PIC
70.912461,-46.267128,PIC
71.90817,-46.278588,PIC
72.904087,-46.290116,PIC
73.402124,-46.295905,PIC
73.414201,-45.795975,PIC
73.43772,-44.796112,PIC
73.460438,-43.796244,PIC
73.482407,-42.796372,PIC
73.980719,-42.802179,PIC
74.977482,-42.813838,PIC
75.974433,-42.825554,PIC
76.971573,-42.837325,PIC
77.968901,-42.849147,PIC
78.96642,-42.861015,PIC
79.96413,-42.872927,PIC
80.962031,-42.884878,PIC
81.960126,-42.896866,PIC
82.958414,-42.908886,PIC
83.956898,-42.920935,PIC
84.955575,-42.933010,PIC
85.954448,-42.945105,PIC
86.953516,-42.957219,PIC
87.952782,-42.969347,PIC
88.952244,-42.981486,PIC
89.951904,-42.993631,PIC
342.849696,+00.662214,PSC
342.845951,+01.662207,PSC
342.842201,+02.662200,PSC
342.838446,+03.662193,PSC
342.834681,+04.662186,PSC
342.830907,+05.662178,PSC
342.82712,+06.662171,PSC
342.823316,+07.662164,PSC
342.821408,+08.162161,PSC
343.572598,+08.164916,PSC
344.574194,+08.168413,PSC
345.575799,+08.171706,PSC
346.577412,+08.174793,PSC
347.579034,+08.177675,PSC
348.580664,+08.180350,PSC
349.582301,+08.182818,PSC
350.583944,+08.185077,PSC
351.585593,+08.187128,PSC
352.587246,+08.188968,PSC
353.588906,+08.190599,PSC
354.590568,+08.192018,PSC
355.592235,+08.193227,PSC
356.593905,+08.194224,PSC
357.595577,+08.195009,PSC
358.597251,+08.195582,PSC
359.098088,+08.195789,PSC
359.097903,+08.695789,PSC
359.097534,+09.695789,PSC
359.097162,+10.695789,PSC
359.598272,+10.695943,PSC
0.600492,+10.696092,PSC
1.602714,+10.696028,PSC
1.60289,+11.696028,PSC
1.603068,+12.696028,PSC
1.603157,+13.196028,PSC
2.605931,+13.195751,PSC
3.608703,+13.195263,PSC
3.734049,+13.195186,PSC
3.734378,+13.695186,PSC
3.735038,+14.695186,PSC
3.735702,+15.695186,PSC
3.736376,+16.695186,PSC
3.737054,+17.695186,PSC
3.737742,+18.695185,PSC
3.738437,+19.695185,PSC
3.73914,+20.695185,PSC
3.739854,+21.695185,PSC
4.619012,+21.694558,PSC
5.623757,+21.693643,PSC
6.628494,+21.692515,PSC
7.633224,+21.691176,PSC
8.637944,+21.689625,PSC
9.64265,+21.687863,PSC
10.647344,+21.685890,PSC
11.652021,+21.683708,PSC
12.656684,+21.681316,PSC
13.661328,+21.678716,PSC
14.414797,+21.676629,PSC
14.418117,+22.676625,PSC
14.421486,+23.676620,PSC
14.424045,+24.426616,PSC
13.670073,+24.428704,PSC
12.664757,+24.431306,PSC
12.413424,+24.431924,PSC
12.414159,+24.681923,PSC
12.417129,+25.681919,PSC
12.42015,+26.681916,PSC
12.423223,+27.681912,PSC
12.426356,+28.681908,PSC
12.429546,+29.681904,PSC
12.432803,+30.681900,PSC
12.436125,+31.681896,PSC
12.439521,+32.681892,PSC
12.442995,+33.681888,PSC
12.694958,+33.681269,PSC
13.702791,+33.678660,PSC
14.710592,+33.675843,PSC
15.718358,+33.672819,PSC
16.726086,+33.669589,PSC
17.733774,+33.666153,PSC
18.74142,+33.662512,PSC
19.749021,+33.658669,PSC
20.756574,+33.654623,PSC
21.764078,+33.650376,PSC
22.771529,+33.645930,PSC
22.897457,+33.645360,PSC
22.890986,+32.645375,PSC
22.884657,+31.645390,PSC
22.878464,+30.645404,PSC
22.872398,+29.645417,PSC
22.86645,+28.645431,PSC
23.746749,+28.641362,PSC
24.752762,+28.636527,PSC
25.758726,+28.631498,PSC
26.76464,+28.626275,PSC
26.757841,+27.626293,PSC
26.751165,+26.626311,PSC
26.744606,+25.626328,PSC
26.738156,+24.626345,PSC
26.731806,+23.626362,PSC
26.725554,+22.626379,PSC
26.719392,+21.626395,PSC
26.713314,+20.626411,PSC
26.707317,+19.626427,PSC
26.701394,+18.626443,PSC
26.695539,+17.626458,PSC
26.689749,+16.626473,PSC
26.684019,+15.626489,PSC
26.678344,+14.626504,PSC
26.672723,+13.626518,PSC
26.667147,+12.626533,PSC
26.661615,+11.626548,PSC
26.656122,+10.626562,PSC
26.655666,+10.543230,PSC
27.657618,+10.537837,PSC
28.659551,+10.532254,PSC
29.661464,+10.526483,PSC
30.663357,+10.520526,PSC
31.66523,+10.514385,PSC
31.659348,+09.597737,PSC
31.652967,+08.597757,PSC
31.646621,+07.597777,PSC
31.640303,+06.597796,PSC
31.634012,+05.597816,PSC
31.62774,+04.597835,PSC
31.621488,+03.597855,PSC
31.615248,+02.597874,PSC
30.614845,+02.604006,PSC
29.614437,+02.609954,PSC
28.614023,+02.615716,PSC
27.613604,+02.621291,PSC
26.613179,+02.626676,PSC
25.612748,+02.631870,PSC
24.612312,+02.636872,PSC
23.611871,+02.641679,PSC
22.611426,+02.646291,PSC
21.610977,+02.650706,PSC
20.610522,+02.654923,PSC
19.610064,+02.658941,PSC
18.609602,+02.662757,PSC
17.609136,+02.666372,PSC
16.608666,+02.669783,PSC
15.608193,+02.672990,PSC
14.607717,+02.675992,PSC
13.607238,+02.678789,PSC
12.606756,+02.681378,PSC
11.606273,+02.683760,PSC
10.605785,+02.685933,PSC
9.605297,+02.687897,PSC
8.604806,+02.689652,PSC
7.604313,+02.691197,PSC
6.603819,+02.692530,PSC
6.602589,+01.692531,PSC
6.60136,+00.692532,PSC
6.600133,-00.307467,PSC
6.598905,-01.307467,PSC
6.597676,-02.307466,PSC
6.596445,-03.307465,PSC
6.595212,-04.307464,PSC
6.593976,-05.307464,PSC
6.592736,-06.307463,PSC
5.594147,-06.306342,PSC
4.595559,-06.305432,PSC
3.596973,-06.304734,PSC
2.598387,-06.304247,PSC
1.599803,-06.303972,PSC
0.60122,-06.303908,PSC
359.602635,-06.304056,PSC
359.103342,-06.304210,PSC
359.102978,-05.304210,PSC
359.102616,-04.304210,PSC
359.102253,-03.304210,PSC
358.602641,-03.304417,PSC
357.603416,-03.304988,PSC
356.604189,-03.305772,PSC
355.604963,-03.306766,PSC
354.605735,-03.307972,PSC
353.606507,-03.309388,PSC
352.607277,-03.311015,PSC
351.608045,-03.312851,PSC
350.608812,-03.314896,PSC
349.609578,-03.317150,PSC
348.610341,-03.319611,PSC
347.611103,-03.322280,PSC
346.611863,-03.325155,PSC
345.61262,-03.328236,PSC
344.613374,-03.331521,PSC
343.614124,-03.335009,PSC
342.864687,-03.337758,PSC
342.860934,-02.337765,PSC
342.857186,-01.337772,PSC
342.85344,-00.337779,PSC
346.68093,-24.825052,PSA
346.682746,-25.325050,PSA
346.686425,-26.325044,PSA
346.690167,-27.325039,PSA
346.693977,-28.325033,PSA
346.697861,-29.325027,PSA
346.70182,-30.325021,PSA
346.705862,-31.325015,PSA
346.709989,-32.325009,PSA
346.714211,-33.325003,PSA
346.718529,-34.324996,PSA
346.722951,-35.324990,PSA
346.727486,-36.324983,PSA
345.736205,-36.328039,PSA
344.744884,-36.331298,PSA
343.753523,-36.334759,PSA
342.762117,-36.338421,PSA
341.770665,-36.342282,PSA
340.779164,-36.346343,PSA
339.78761,-36.350601,PSA
338.796003,-36.355055,PSA
337.804338,-36.359704,PSA
336.812614,-36.364547,PSA
335.820831,-36.369582,PSA
334.828982,-36.374807,PSA
333.837068,-36.380222,PSA
332.845085,-36.385824,PSA
331.85303,-36.391612,PSA
330.860901,-36.397584,PSA
329.868698,-36.403738,PSA
328.876416,-36.410073,PSA
327.884055,-36.416586,PSA
326.89161,-36.423276,PSA
325.899081,-36.430140,PSA
324.906465,-36.437177,PSA
323.913761,-36.444385,PSA
322.920963,-36.451761,PSA
321.928073,-36.459303,PSA
321.916353,-35.459348,PSA
321.90492,-34.459392,PSA
321.893759,-33.459435,PSA
321.882852,-32.459477,PSA
321.872184,-31.459518,PSA
321.861741,-30.459558,PSA
321.851511,-29.459597,PSA
321.841482,-28.459636,PSA
321.831639,-27.459674,PSA
321.821973,-26.459711,PSA
321.812475,-25.459747,PSA
321.807785,-24.959765,PSA
322.803286,-24.952203,PSA
323.798729,-24.944808,PSA
324.794114,-24.937581,PSA
325.789442,-24.930524,PSA
326.784716,-24.923641,PSA
327.779936,-24.916932,PSA
328.775105,-24.910401,PSA
329.770223,-24.904048,PSA
330.765291,-24.897876,PSA
331.760312,-24.891887,PSA
332.755287,-24.886082,PSA
333.750216,-24.880463,PSA
334.745103,-24.875032,PSA
335.73995,-24.869791,PSA
336.734754,-24.864741,PSA
337.72952,-24.859883,PSA
338.724249,-24.855220,PSA
339.718942,-24.850752,PSA
340.713602,-24.846480,PSA
341.708229,-24.842407,PSA
342.702825,-24.838533,PSA
343.697391,-24.834860,PSA
344.69193,-24.831388,PSA
345.686442,-24.828118,PSA
111.973334,-11.252142,PUP
112.473738,-11.257796,PUP
113.474577,-11.269047,PUP
114.475457,-11.280215,PUP
115.476375,-11.291298,PUP
116.477334,-11.302293,PUP
117.478332,-11.313196,PUP
118.479369,-11.324003,PUP
119.480445,-11.334712,PUP
120.481558,-11.345319,PUP
121.482711,-11.355820,PUP
122.483901,-11.366214,PUP
122.734205,-11.368795,PUP
123.485128,-11.376496,PUP
124.486394,-11.386663,PUP
125.487694,-11.396713,PUP
126.489033,-11.406642,PUP
126.989715,-11.411560,PUP
126.979488,-12.411510,PUP
126.969183,-13.411459,PUP
126.958791,-14.411408,PUP
126.948304,-15.411357,PUP
126.937717,-16.411305,PUP
126.927021,-17.411253,PUP
126.916207,-18.411200,PUP
126.905267,-19.411146,PUP
126.89419,-20.411092,PUP
126.882969,-21.411037,PUP
126.871593,-22.410981,PUP
126.860053,-23.410925,PUP
126.848337,-24.410868,PUP
126.836433,-25.410809,PUP
126.824331,-26.410750,PUP
126.812018,-27.410690,PUP
126.799479,-28.410628,PUP
126.786701,-29.410566,PUP
126.773669,-30.410502,PUP
126.760366,-31.410437,PUP
126.746778,-32.410370,PUP
126.732885,-33.410302,PUP
126.718669,-34.410233,PUP
126.704109,-35.410161,PUP
126.689183,-36.410088,PUP
126.677733,-37.160032,PUP
126.673866,-37.410013,PUP
126.658136,-38.409936,PUP
126.641964,-39.409857,PUP
126.625323,-40.409776,PUP
126.608178,-41.409692,PUP
126.590498,-42.409605,PUP
126.572244,-43.409516,PUP
126.068943,-43.404572,PUP
125.062467,-43.394592,PUP
124.056159,-43.384491,PUP
123.050021,-43.374274,PUP
122.044056,-43.363943,PUP
121.038267,-43.353501,PUP
121.018197,-44.353397,PUP
120.997431,-45.353288,PUP
120.975916,-46.353176,PUP
120.953601,-47.353060,PUP
120.930423,-48.352939,PUP
120.906318,-49.352813,PUP
120.881213,-50.352682,PUP
120.861678,-51.102580,PUP
119.854326,-51.092012,PUP
118.847208,-51.081341,PUP
117.840326,-51.070569,PUP
116.83368,-51.059700,PUP
115.827276,-51.048738,PUP
114.821114,-51.037685,PUP
113.815194,-51.026545,PUP
112.809519,-51.015322,PUP
111.804092,-51.004019,PUP
110.798911,-50.992640,PUP
109.793981,-50.981188,PUP
108.7893,-50.969666,PUP
107.784872,-50.958079,PUP
106.780696,-50.946430,PUP
105.776775,-50.934721,PUP
104.773108,-50.922958,PUP
103.769699,-50.911144,PUP
102.766544,-50.899282,PUP
101.763648,-50.887375,PUP
100.761009,-50.875428,PUP
99.758628,-50.863445,PUP
98.756507,-50.851428,PUP
97.754645,-50.839382,PUP
96.753042,-50.827311,PUP
95.751701,-50.815217,PUP
94.750617,-50.803105,PUP
93.749795,-50.790978,PUP
92.749233,-50.778840,PUP
91.748931,-50.766696,PUP
90.748889,-50.754547,PUP
90.771294,-50.004683,PUP
90.800103,-49.004858,PUP
90.82778,-48.005026,PUP
90.854403,-47.005188,PUP
90.880049,-46.005344,PUP
90.904782,-45.005494,PUP
90.928668,-44.005639,PUP
90.951762,-43.005780,PUP
91.951817,-43.017927,PUP
92.952069,-43.030071,PUP
93.95252,-43.042207,PUP
94.95317,-43.054331,PUP
95.954016,-43.066440,PUP
96.955062,-43.078529,PUP
97.956305,-43.090596,PUP
98.957745,-43.102636,PUP
99.708956,-43.111647,PUP
99.731076,-42.111780,PUP
99.752511,-41.111908,PUP
99.773301,-40.112033,PUP
99.79349,-39.112154,PUP
99.813113,-38.112271,PUP
99.832206,-37.112386,PUP
99.850802,-36.112497,PUP
99.86893,-35.112606,PUP
99.886619,-34.112711,PUP
99.903894,-33.112815,PUP
100.154193,-33.115813,PUP
101.155476,-33.127782,PUP
102.156896,-33.139714,PUP
103.158452,-33.151603,PUP
104.160144,-33.163447,PUP
105.161973,-33.175242,PUP
106.163936,-33.186984,PUP
107.166035,-33.198670,PUP
108.168269,-33.210297,PUP
109.170635,-33.221859,PUP
110.173136,-33.233355,PUP
111.175769,-33.244780,PUP
111.677135,-33.250465,PUP
111.693137,-32.250556,PUP
111.708792,-31.250644,PUP
111.724117,-30.250731,PUP
111.739136,-29.250816,PUP
111.753863,-28.250899,PUP
111.768315,-27.250981,PUP
111.782511,-26.251062,PUP
111.796464,-25.251141,PUP
111.810189,-24.251218,PUP
111.823701,-23.251295,PUP
111.837011,-22.251370,PUP
111.850133,-21.251444,PUP
111.863076,-20.251518,PUP
111.875856,-19.251590,PUP
111.88848,-18.251661,PUP
111.900959,-17.251732,PUP
111.913304,-16.251802,PUP
111.925524,-15.251871,PUP
111.937628,-14.251940,PUP
111.949624,-13.252007,PUP
111.961524,-12.252075,PUP
126.927021,-17.411253,PYX
127.428114,-17.416143,PYX
128.430342,-17.425829,PYX
129.432623,-17.435386,PYX
130.184369,-17.442466,PYX
130.174018,-18.442417,PYX
130.163547,-19.442368,PYX
130.414211,-19.444712,PYX
131.416901,-19.454003,PYX
132.419651,-19.463156,PYX
133.422456,-19.472167,PYX
134.42532,-19.481034,PYX
135.428238,-19.489754,PYX
136.431213,-19.498325,PYX
137.434241,-19.506744,PYX
137.685006,-19.508825,PYX
137.675631,-20.508786,PYX
137.666131,-21.508747,PYX
137.656502,-22.508707,PYX
137.646731,-23.508667,PYX
137.63681,-24.508626,PYX
138.389804,-24.514815,PYX
139.393854,-24.522930,PYX
140.397969,-24.530885,PYX
141.40215,-24.538678,PYX
141.904264,-24.542512,PYX
141.89501,-25.542477,PYX
141.8856,-26.542442,PYX
141.876024,-27.542405,PYX
141.866273,-28.542368,PYX
141.856334,-29.542330,PYX
141.846197,-30.542292,PYX
141.835848,-31.542253,PYX
141.825276,-32.542212,PYX
141.814466,-33.542171,PYX
141.803403,-34.542129,PYX
141.792071,-35.542086,PYX
141.780452,-36.542042,PYX
141.771539,-37.292008,PYX
141.267995,-37.288162,PYX
140.260988,-37.280348,PYX
139.254087,-37.272370,PYX
138.247296,-37.264233,PYX
137.240618,-37.255939,PYX
136.234053,-37.247490,PYX
135.227604,-37.238889,PYX
134.221272,-37.230139,PYX
133.215062,-37.221242,PYX
132.208971,-37.212201,PYX
131.203005,-37.203020,PYX
130.197165,-37.193699,PYX
129.191451,-37.184244,PYX
128.185866,-37.174656,PYX
127.180412,-37.164939,PYX
126.677733,-37.160032,PYX
126.689183,-36.410088,PYX
126.704109,-35.410161,PYX
126.718669,-34.410233,PYX
126.732885,-33.410302,PYX
126.746778,-32.410370,PYX
126.760366,-31.410437,PYX
126.773669,-30.410502,PYX
126.786701,-29.410566,PYX
126.799479,-28.410628,PYX
126.812018,-27.410690,PYX
126.824331,-26.410750,PYX
126.836433,-25.410809,PYX
126.848337,-24.410868,PYX
126.860053,-23.410925,PYX
126.871593,-22.410981,PYX
126.882969,-21.411037,PYX
126.89419,-20.411092,PYX
126.905267,-19.411146,PYX
126.916207,-18.411200,PYX
48.362685,-67.035829,RET
48.392104,-66.535963,RET
48.447539,-65.536217,RET
48.498878,-64.536451,RET
48.546587,-63.536669,RET
48.591063,-62.536873,RET
48.632651,-61.537063,RET
48.671644,-60.537241,RET
48.7083,-59.537408,RET
48.742844,-58.537566,RET
48.775472,-57.537715,RET
48.791121,-57.037787,RET
49.778628,-57.046884,RET
50.766373,-57.056118,RET
51.754362,-57.065487,RET
52.742598,-57.074987,RET
53.236811,-57.079786,RET
53.253081,-56.579866,RET
53.284367,-55.580018,RET
53.3141,-54.580163,RET
53.342406,-53.580301,RET
53.364992,-52.747077,RET
53.860127,-52.751917,RET
54.85056,-52.761689,RET
55.841214,-52.771585,RET
56.83209,-52.781602,RET
57.823193,-52.791736,RET
58.31883,-52.796845,RET
58.814525,-52.801984,RET
59.806089,-52.812343,RET
60.797886,-52.822811,RET
60.77321,-53.656014,RET
60.742277,-54.655850,RET
60.709783,-55.655677,RET
60.692908,-56.155588,RET
61.68388,-56.166150,RET
62.675123,-56.176814,RET
63.666639,-56.187577,RET
64.65843,-56.198436,RET
65.650502,-56.209388,RET
65.632352,-56.709288,RET
65.594562,-57.709078,RET
65.554627,-58.708857,RET
66.546183,-58.719890,RET
67.538052,-58.731009,RET
68.530234,-58.742211,RET
69.27458,-58.750665,RET
69.231024,-59.750417,RET
69.184782,-60.750154,RET
69.135564,-61.749874,RET
69.083043,-62.749575,RET
69.026838,-63.749255,RET
68.96651,-64.748912,RET
68.901546,-65.748542,RET
68.831348,-66.748142,RET
68.794069,-67.247930,RET
68.052395,-67.239504,RET
67.063892,-67.228342,RET
66.07584,-67.217263,RET
65.088235,-67.206273,RET
64.101072,-67.195373,RET
63.114347,-67.184567,RET
62.128055,-67.173858,RET
61.142191,-67.163249,RET
60.156752,-67.152744,RET
59.17173,-67.142346,RET
58.187124,-67.132057,RET
57.202927,-67.121880,RET
56.219133,-67.111819,RET
55.235739,-67.101876,RET
54.252738,-67.092055,RET
53.270126,-67.082357,RET
52.287894,-67.072787,RET
51.30604,-67.063346,RET
50.324559,-67.054038,RET
49.343442,-67.044864,RET
284.373555,+18.664706,SGE
284.366963,+19.164667,SGE
284.353658,+20.164589,SGE
284.34018,+21.164509,SGE
284.339049,+21.247836,SGE
285.340122,+21.259622,SGE
286.341275,+21.271354,SGE
287.342508,+21.283030,SGE
288.343823,+21.294645,SGE
289.345215,+21.306197,SGE
290.096313,+21.314816,SGE
290.097411,+21.231489,SGE
290.1105,+20.231564,SGE
290.121279,+19.398292,SGE
290.371617,+19.401156,SGE
291.373013,+19.412567,SGE
292.374479,+19.423903,SGE
293.376015,+19.435161,SGE
294.377622,+19.446338,SGE
295.379298,+19.457430,SGE
296.381045,+19.468433,SGE
297.38286,+19.479345,SGE
298.384743,+19.490161,SGE
298.88571,+19.495533,SGE
298.875626,+20.328812,SGE
298.863381,+21.328747,SGE
298.860294,+21.578730,SGE
299.361396,+21.584078,SGE
300.363657,+21.594697,SGE
301.365993,+21.605211,SGE
302.368403,+21.615618,SGE
303.370886,+21.625913,SGE
304.373441,+21.636093,SGE
305.125404,+21.643651,SGE
305.128295,+21.393666,SGE
305.134046,+20.893695,SGE
305.139759,+20.393723,SGE
305.151077,+19.393780,SGE
305.162254,+18.393836,SGE
305.173305,+17.393891,SGE
305.184234,+16.393946,SGE
305.186949,+16.143959,SGE
304.435529,+16.136406,SGE
303.55891,+16.127511,SGE
303.433682,+16.126233,SGE
302.431888,+16.115945,SGE
301.430148,+16.105546,SGE
300.428462,+16.095039,SGE
299.426831,+16.084426,SGE
298.926034,+16.079082,SGE
298.923135,+16.329066,SGE
298.921197,+16.495723,SGE
298.420394,+16.490353,SGE
297.418828,+16.479540,SGE
296.417321,+16.468631,SGE
295.415871,+16.457631,SGE
294.414479,+16.446543,SGE
293.413145,+16.435369,SGE
292.411871,+16.424114,SGE
291.410655,+16.412781,SGE
290.409498,+16.401373,SGE
289.408403,+16.389893,SGE
288.407366,+16.378346,SGE
287.40639,+16.366735,SGE
286.405475,+16.355063,SGE
286.394847,+17.188334,SGE
286.381968,+18.188259,SGE
286.375475,+18.688221,SGE
285.37448,+18.676490,SGE
284.743965,-11.866442,SGR
285.743255,-11.854677,SGR
286.742502,-11.842967,SGR
287.741708,-11.831315,SGR
288.740871,-11.819725,SGR
289.739994,-11.808200,SGR
290.739075,-11.796744,SGR
291.738116,-11.785360,SGR
292.737116,-11.774052,SGR
293.736076,-11.762822,SGR
294.734997,-11.751676,SGR
295.733879,-11.740615,SGR
296.732721,-11.729644,SGR
297.731525,-11.718765,SGR
298.73029,-11.707982,SGR
299.729019,-11.697298,SGR
300.72771,-11.686717,SGR
301.726364,-11.676242,SGR
301.736921,-12.642853,SGR
301.747925,-13.642796,SGR
301.759023,-14.642738,SGR
301.770222,-15.642679,SGR
301.781532,-16.642620,SGR
301.792961,-17.642561,SGR
301.804518,-18.642500,SGR
301.816211,-19.642439,SGR
301.82805,-20.642378,SGR
301.840047,-21.642315,SGR
301.852211,-22.642252,SGR
301.864553,-23.642187,SGR
301.877085,-24.642122,SGR
301.889819,-25.642055,SGR
301.90277,-26.641988,SGR
301.915947,-27.641919,SGR
302.91254,-27.631573,SGR
303.909039,-27.621340,SGR
304.905447,-27.611221,SGR
305.901765,-27.601222,SGR
306.897996,-27.591344,SGR
306.910656,-28.591281,SGR
306.923561,-29.591218,SGR
306.936724,-30.591153,SGR
306.950162,-31.591086,SGR
306.96389,-32.591019,SGR
306.97793,-33.590950,SGR
306.992297,-34.590879,SGR
307.007015,-35.590806,SGR
307.022106,-36.590732,SGR
307.037592,-37.590656,SGR
307.053501,-38.590577,SGR
307.069859,-39.590497,SGR
307.086696,-40.590414,SGR
307.104045,-41.590328,SGR
307.121939,-42.590240,SGR
307.140417,-43.590149,SGR
307.15952,-44.590055,SGR
307.169318,-45.090007,SGR
306.176533,-45.099851,SGR
305.18358,-45.109817,SGR
304.190456,-45.119903,SGR
303.197156,-45.130104,SGR
302.20368,-45.140418,SGR
301.210025,-45.150841,SGR
300.216191,-45.161372,SGR
299.222174,-45.172006,SGR
298.227972,-45.182740,SGR
297.233583,-45.193571,SGR
296.239008,-45.204496,SGR
295.244243,-45.215512,SGR
294.249285,-45.226615,SGR
293.254136,-45.237802,SGR
292.25879,-45.249070,SGR
291.263249,-45.260414,SGR
290.26751,-45.271833,SGR
289.769565,-45.277569,SGR
289.758018,-44.777636,SGR
